annotation_id,_iter,confirmed_task,Reasoning,Variables,Template,A1,A2
969f36c3-52e7-42da-80bd-11a2d04d53ae,593,Show me the Biography of the NFL player named Michael Jordan,"The NFL is a specific sports league. Michael Jordan is a name. So, I need to remove them.","var1: NFL, var2: Michael Jordan",Show me the Biography of the [var1] player named [var2],Show me the Biography of the player,Show me the Biography of the NFL player
ac35e5a5-f52f-4886-9a23-65f0a6492c5e,594,Find FC Barcelona's next fixture in the Spanish Copa de Rey,"FC Barcelona is a team name. Spanish Copa de Rey is a competition name. So, I need to remove them.","var1: FC Barcelona, var2: Spanish Copa de Rey",Find [var1]'s next fixture in the [var2],Find the next fixture,Find the next fixture in the Spanish Copa de Rey
b1a1f767-8611-4539-9c08-475011d38e12,595,Find the latest news about Mikal Bridges,"Mikal Bridges is a specific person's name. So, I need to remove it.",var1: Mikal Bridges,Find the latest news about [var1],Find the latest news,Find the latest news about Mikal Bridges
bb31a9f4-3465-4a91-aae6-bf70aa6b729f,596,Play a podcast about F1,"There are no specific variables such as place, date, product name, etc., to remove from this task description. F1 is a topic, not a variable in this context.",,Play a podcast about [topic],Play a podcast,Play a podcast about F1
2d92911a-b208-4d68-ad00-46d2d67f9efa,597,"Locate a store in spring, Texas.","Spring is a season or could be interpreted as a place name. Texas is a place. So, I need to remove them.","var1: Spring, var2: Texas","Locate a store in [var1], [var2].",Locate a store,Locate a store in Texas
00deddc4-8991-47b5-92f1-f9eb88011b16,598,Find all outdoor events this month in NYC,"NYC is a place. ""this month"" refers to a specific time period. So, I need to remove them.","var1: NYC, var2: this month",Find all outdoor events [var2] in [var1],Find all outdoor events,Find all outdoor events this month
0cbdfafd-822f-4f61-bb57-05fc146752ce,599,check car toll rate for bridges and tunnels,"There are no specific variables such as place names, dates, product names, or numbers mentioned in the task description that need to be removed. The task description is already generic.",,check car toll rate for bridges and tunnels,check car toll rate for bridges and tunnels,check car toll rate for bridges and tunnels
13a676be-2f4f-4abf-83fb-4ab641793801,600,Get a list of Administrative and Clerical jobs MTA is currently recruiting for in Brooklyn,"Administrative and Clerical are job categories. MTA is an organization name. Brooklyn is a place. So, I need to remove them.","var1: Administrative and Clerical, var2: MTA, var3: Brooklyn",Get a list of [var1] jobs [var2] is currently recruiting for in [var3],Get a list of jobs currently recruiting,Get a list of jobs MTA is currently recruiting for in Brooklyn
1a038b20-cd5a-4c32-8b11-fe2aeeb4ec85,601,View Fares from Grand Central to Stoney Brook for Port Jefferson after 10:00pm for adult.,"Grand Central and Stoney Brook are places. Port Jefferson is a product name or service. 10:00pm is a time. Adult is a demographic variable. So, I need to remove them.","var1: Grand Central, var2: Stoney Brook, var3: Port Jefferson, var4: 10:00pm, var5: adult",View Fares from [var1] to [var2] for [var3] after [var4] for [var5].,View Fares,View Fares after 10:00pm for adult
1a833106-368a-41e4-a36e-32f6b1d36d16,602,Plan a trip with the least amount of walking from Central Park Zoo to the Broadway Theater.,"Central Park Zoo is a specific location. Broadway Theater is also a specific location. So, I need to remove them.","var1: Central Park Zoo, var2: Broadway Theater",Plan a trip with the least amount of walking from [var1] to [var2].,Plan a trip with the least amount of walking,Plan a trip with the least amount of walking from a zoo to a theater
44a12ff5-0172-444a-b979-f224162c1aa8,603,"Search for cars to pick up at the laguardia airport in April 12th, 2023 midnight
 and return to same location at noon","Laguardia airport is a place. April 12th, 2023 is a date. Midnight and noon are times. So, I need to remove them.","var1: Laguardia airport, var2: April 12th, 2023, var3: midnight, var4: noon",Search for cars to pick up at [var1] on [var2] at [var3] and return to the same location at [var4],Search for cars to pick up and return to the same location,Search for cars to pick up at the airport and return to the same location at noon
4c997e24-d185-4730-84d6-f8cb512f4c03,604,Search for car options to pick up at any location near 10023 on april 12 at 3 am,"10023 is a postal code. April 12 is a date. 3 am is a time. So, I need to remove them.","var1: 10023, var2: April 12, var3: 3 am",Search for car options to pick up at any location near [var1] on [var2] at [var3],Search for car options to pick up at any location,Search for car options to pick up at any location near 10023
d22ce493-c49c-43f7-939c-4a429797c2a3,605,Book me a flight from BWI to NYC for 2 for August 2nd-August 7th,"BWI and NYC are places. 2 is a number. August 2nd and August 7th are dates. So, I need to remove them.","var1: BWI, var2: NYC, var3: 2, var4: August 2nd, var5: August 7th",Book me a flight from [var1] to [var2] for [var3] for [var4]-[var5],Book me a flight,Book me a flight for 2 from BWI to NYC for August 2nd-August 7th
05e1f2bd-3498-4fcb-8d43-37c903397ded,606,Check the balance for a gift card with the number 1000000000000000 and pin 1222,The gift card number and pin are specific identifiers that need to be removed.,"var1: 1000000000000000, var2: 1222",Check the balance for a gift card with the number [var1] and pin [var2],Check the balance for a gift card,Check the balance for a gift card
130b1cd5-3e2f-4676-aea4-24ba9706171b,607,Browse the on demand sales section and rent a film in HD format.,"There are no specific variables such as place, date, product name, etc., that need to be removed from this task description. The terms ""on demand,"" ""sales section,"" ""rent,"" ""film,"" and ""HD format"" are generic and do not refer to specific instances that would be considered variables.",,Browse the on demand sales section and rent a film in HD format.,Browse the on demand sales section and rent a film in HD format.,Browse the on demand sales section and rent a film in HD format.
22509b64-b643-44ec-b486-9828e686303c,608,View the full menu for AMC Dine-In,"AMC Dine-In is a product name or a brand name. So, I need to remove it.",var1: AMC Dine-In,View the full menu for [var1],View the full menu,View the full menu for a dine-in cinema
6a7eaba3-f6ec-4eba-9e04-ff974b228ef4,609,Select an event from the 2019 UFC schedule and show me the full profile from one of the athletes,"The year 2019 is a date. UFC is the name of an organization. So, I need to remove them.","var1: 2019, var2: UFC",Select an event from the [var1] [var2] schedule and show me the full profile from one of the athletes,Select an event from the schedule and show me the full profile from one of the athletes,Select an event from the UFC schedule and show me the full profile from one of the athletes
7a632871-a6a8-40fd-b48f-6fea49cf48da,610,check the NBA score board on March 11th,"NBA is a specific sports league. March 11th is a date. So, I need to remove them.","var1: NBA, var2: March 11th",Check the [var1] score board on [var2],Check the score board,Check the score board on March 11th
2e15efa0-f646-4dc4-9ce0-2e3d155c788b,611,Find the highest-rated mover in Honolulu to shift a vehicle and large appliances out of state and who has virtual discussion options available.,"Honolulu is a place. The specific items to be moved (vehicle and large appliances) are variables, as well as the requirement for a mover to have virtual discussion options.","var1: Honolulu, var2: vehicle, var3: large appliances, var4: out of state, var5: virtual discussion options",Find the highest-rated mover in [var1] to shift a [var2] and [var3] [var4] and who has [var5] available.,Find the highest-rated mover to shift items out of state and who has discussion options available.,Find the highest-rated mover in Honolulu to shift items out of state and who has virtual discussion options available.
2eaf60d5-d2af-4f50-a3ad-5cc9132a770a,612,Buy the cheapest used women's running shoes available in a size 5,"Cheapest is a specific price range. Used is a condition. Women's is a gender specification. Running shoes is a product type. Size 5 is a specific size. So, I need to remove them.","var1: cheapest, var2: used, var3: women's, var4: running shoes, var5: size 5",Buy the [var1] [var2] [var3] [var4] available in a [var5],Buy shoes,Buy the shoes available in a size 5
486bdb13-16c5-4a53-8566-a60caaf94a73,613,"Buy a GoBites Uno Spork in the color magenta and have it delivered to a store in Seattle, WA. Checkout with default address, and use credit number 123456789, CVV 123, expire 01, 2024","GoBites Uno Spork is a product name. Magenta is a color. Seattle, WA is a place. Default address is a specific address. Credit number 123456789, CVV 123, and expire 01, 2024 are payment details. So, I need to remove them.","var1: GoBites Uno Spork, var2: magenta, var3: Seattle, WA, var4: default address, var5: 123456789, var6: CVV 123, var7: 01, var8: 2024","Buy a [var1] in the color [var2] and have it delivered to a store in [var3]. Checkout with [var4] address, and use credit number [var5], [var6], expire [var7], [var8]","Buy a spork and have it delivered to a store. Checkout with an address, and use a credit card","Buy a spork in the color magenta and have it delivered to a store in Seattle, WA. Checkout with an address, and use a credit card"
13d78369-994a-4202-a9ed-8361e1fdea9d,614,Browse bluetooth headphones with active noise-cancellation.,"Bluetooth and active noise-cancellation are product features. So, I need to remove them.","var1: bluetooth, var2: active noise-cancellation",Browse [var1] headphones with [var2].,Browse headphones,Browse headphones with active noise-cancellation
9e9d7935-0c16-46e6-9e5c-3ea9124a6bf7,615,"Browse the top 50 hip hop chart and play the top track, then add this track to a newly created private playlist named Top Hip Hop.","The number 50 is a specific quantity. Hip hop is a genre. Top is a ranking position. Top Hip Hop is a specific name for a playlist. So, I need to remove them.","var1: 50, var2: hip hop, var3: top, var4: Top Hip Hop","Browse the top [var1] [var2] chart and play the [var3] track, then add this track to a newly created private playlist named [var4].","Browse the chart and play a track, then add this track to a newly created private playlist.","Browse the top hip hop chart and play the top track, then add this track to a newly created private playlist."
a338a731-596c-456e-9a9f-25f9e284309e,616,Make a playlist and add 3 songs from popular Selena Gomez tracks and name it Love.,"Selena Gomez is an artist's name. Love is a specific name for a playlist. The number 3 is a specific quantity. So, I need to remove them.","var1: Selena Gomez, var2: Love, var3: 3",Make a playlist and add [var3] songs from popular [var1] tracks and name it [var2].,Make a playlist and add songs from popular tracks,Make a playlist and add 3 songs from popular tracks and name it Love
f122e4c9-7634-4193-94f9-8623cd75d1f1,617,"Find tickets from Manchester Piccadilly to any station in London on April 8, leaving nearest 10 AM for 1 adult","Manchester Piccadilly is a specific station. London is a place. April 8 is a date. 10 AM is a time. 1 adult is a number and a demographic. So, I need to remove them.","var1: Manchester Piccadilly, var2: London, var3: April 8, var4: 10 AM, var5: 1 adult","Find tickets from [var1] to any station in [var2] on [var3], leaving nearest [var4] for [var5]","Find tickets from a station to any station on a date, leaving nearest a time for a number of people","Find tickets from Manchester Piccadilly to any station in London on a date, leaving nearest a time"
a513befc-46c3-4bb6-87c0-8f219107c756,618,Add a NBA basketball game for the PS5 to the shoping cart,"NBA is a product type. PS5 is a product name. So, I need to remove them.","var1: NBA, var2: PS5",Add a [var1] basketball game for the [var2] to the shopping cart,Add a basketball game to the shopping cart,Add a basketball game for the PS5 to the shopping cart
bd4b77db-00a5-405f-bf0a-a4d168967d64,619,find Panini Diamond Kings Baseball cards set below $25.,"Panini Diamond Kings is a product name. $25 is a price. So, I need to remove them.","var1: Panini Diamond Kings, var2: $25",Find [var1] Baseball cards set below [var2].,Find Baseball cards set below a price.,Find Baseball cards set below $25.
c14078dd-a4be-4784-a46b-cb01333e3019,620,Add two $50 playstation store gift cards to cart,"Two is a number. $50 is an amount. Playstation store gift cards is a product name. So, I need to remove them.","var1: two, var2: $50, var3: Playstation store gift cards",Add [var1] [var2] [var3] to cart,Add gift cards to cart,Add two $50 gift cards to cart
d86d5cc1-50f7-4bfd-8e5b-60db84e87956,621,Check the trade-in value for Call of Duty: Black Ops III for Xbox One.,"Call of Duty: Black Ops III is a product name. Xbox One is a product model. So, I need to remove them.","var1: Call of Duty: Black Ops III, var2: Xbox One",Check the trade-in value for [var1] for [var2].,Check the trade-in value for the video game,Check the trade-in value for the video game for Xbox One
f52ba76c-e5fc-48e5-85f3-41d4234a5c5f,622,Find used Xbox series X available.,"Xbox series X is a product name. So, I need to remove it.",var1: Xbox series X,Find used [var1] available,Find used items available,Find used gaming consoles available
28f6ac29-940a-4ec6-a8bd-16ae2ce69a1c,623,Search receipt with the eTicket 12345678 for the trip reserved by Jason Two,"eTicket is a specific identifier. 12345678 is a number associated with the eTicket. Jason Two is a person's name. So, I need to remove them.","var1: 12345678, var2: Jason Two",Search receipt with the eTicket [var1] for the trip reserved by [var2],Search receipt for the trip,Search receipt with the eTicket for the trip
2d18cb36-5628-49e8-a336-c25c153c5527,624,Find John Atas's trip with the confirmation number 1000001,"John Atas is a person's name. 1000001 is a specific identifier. So, I need to remove them.","var1: John Atas, var2: 1000001",Find [var1]'s trip with the confirmation number [var2],Find the trip with the confirmation number,Find the trip with the confirmation number 1000001
e3016f6f-b0fe-46df-a5ae-d0ad80a6996c,625,Find the schedule for the Dallas Mavericks.,"The Dallas Mavericks is a specific sports team. So, I need to remove it.",var1: Dallas Mavericks,Find the schedule for the [var1].,Find the schedule for the team,Find the schedule for the Dallas Mavericks
84f19aba-ad0a-46db-84bb-c279b5353b8a,626,Browse cafes that have outdoor seating and is dog friendly.,"There are no specific variables such as place, date, product name, etc., that need to be removed from this task description. The task is already generic and does not contain any specific variables.",,Browse cafes that have outdoor seating and is dog friendly.,Browse cafes that have outdoor seating and is dog friendly.,Browse cafes that have outdoor seating and is dog friendly.
8e200503-9b49-48aa-aaf6-3d6692b5cb50,627,"Search for locksmiths near Texas City, Texas that provide virtual consultations and  are open now.","Texas City, Texas is a place. ""virtual consultations"" and ""open now"" are specific services and conditions. So, I need to remove them.","var1: Texas City, Texas, var2: virtual consultations, var3: open now",Search for locksmiths near [var1] that provide [var2] and are [var3].,Search for locksmiths,"Search for locksmiths near Texas City, Texas that are open now"
04b8b406-a031-48a3-a002-b1791d872e16,628,Add $100 Google Play Gift Card to cart and recipient email address as abc@abc.com,"The amount of $100 is specific to the product. Google Play Gift Card is a product name. abc@abc.com is a placeholder for a recipient's email address. So, I need to remove them.","var1: $100, var2: Google Play Gift Card, var3: abc@abc.com",Add [var1] [var2] to cart and recipient email address as [var3],Add gift card to cart and recipient email address,Add a gift card to cart and recipient email address
5b433cc4-26bf-4e62-b406-f00dc09c274d,629,Add a CVS brand covid home test kit to the cart.,"CVS brand is a product name. covid home test kit is a product type. So, I need to remove them.","var1: CVS brand, var2: covid home test kit",Add a [var1] [var2] to the cart.,Add a product to the cart.,Add a home test kit to the cart.
af97084c-5b72-4fec-be1e-dcab0980b335,630,Check all Bayern Munich goalie stats,"Bayern Munich is a specific football club. So, I need to remove it.",var1: Bayern Munich,Check all [var1] goalie stats,Check all goalie stats,Check all Bayern Munich goalie stats
c254dcec-bd9b-4cf0-9225-9d2bf1345f38,631,Check Real Madrid player Vinicius Junior bio,"Real Madrid is a football club name. Vinicius Junior is a person's name. So, I need to remove them.","var1: Real Madrid, var2: Vinicius Junior",Check [var1] player [var2] bio,Check player bio,Check Real Madrid player bio
e6c7934b-6949-46ee-8f72-edb46abd3da7,632,check the winning odds in the Champions League for Real Madrid against Chelsea.,"Champions League is a specific sports event. Real Madrid and Chelsea are specific team names. So, I need to remove them.","var1: Champions League, var2: Real Madrid, var3: Chelsea",Check the winning odds in the [var1] for [var2] against [var3].,Check the winning odds for the match,Check the winning odds in the Champions League for the match
5ad0f114-6cea-4f61-af3d-f9f4d4096d6c,633,Add Uncharted: Legacy of Thieves Collection to my guide and find the Queen's bracelet information.,"Uncharted: Legacy of Thieves Collection is a product name. Queen's bracelet is a specific item within the product context. So, I need to remove them.","var1: Uncharted: Legacy of Thieves Collection, var2: Queen's bracelet",Add [var1] to my guide and find the [var2] information.,Add the game to my guide and find the item information.,Add Uncharted: Legacy of Thieves Collection to my guide and find the item information.
9c9e89c1-fdb9-424c-b544-b9fd2f1ef46e,634,"Search for Limited Time Offers available in the Kids section and filter by size, 11-12Y(150).","Limited Time Offers is a type of promotion. Kids section is a category. Size, 11-12Y(150) is a specific size. So, I need to remove them.","var1: Limited Time Offers, var2: Kids section, var3: 11-12Y(150)","Search for [var1] available in the [var2] and filter by size, [var3].",Search for offers available and filter by size,Search for offers available in the Kids section and filter by size
ad381d87-53a0-4aa1-a1e5-d6d172a905cd,635,Show all the women cropped tops with lowest price first.,"Women is a specific gender. Cropped tops is a product type. Lowest price first is an order specification. So, I need to remove them.","var1: women, var2: cropped tops, var3: lowest price first",Show all the [var1] [var2] with [var3].,Show all tops with prices,Show all cropped tops with lowest price first
b30b9f84-0541-4826-a3af-98220b851f7c,636,"Search for women's sports wear, size S.","Women's is a specific gender. Sports wear is a product type. Size S is a specific size. So, I need to remove them.","var1: women's, var2: sports wear, var3: size S","Search for [var1] [var2], [var3].",Search for clothing,"Search for sports wear, size S"
b5cb859d-8460-4b27-b6c9-d6fea6de9889,637,Find kids 13Y size t shirts and add 3 to cart.,"Kids is a category. 13Y is a specific size. 3 is a number. So, I need to remove them.","var1: kids, var2: 13Y, var3: 3",Find [var1] [var2] size t-shirts and add [var3] to cart.,Find t-shirts and add to cart,Find size t-shirts and add to cart
c53a4a47-d155-42fc-b9a8-6b37d092d9aa,638,"Find the release date and supported platforms for the game ""Elden Ring.""","The game title ""Elden Ring"" is a product name. So, I need to remove it.",var1: Elden Ring,"Find the release date and supported platforms for the game ""[var1].""",Find the release date and supported platforms for the game,Find the release date and supported platforms for Elden Ring
d637c171-dc6e-4a4e-a162-9c230e822932,639,Show popular news which is at number one in comics.,"Number one is a specific ranking. Comics is a category. So, I need to remove them.","var1: number one, var2: comics",Show popular news which is at [var1] in [var2].,Show popular news,Show popular news in comics
db289bef-3d18-43c6-8ee3-a1ebc5d285b4,640,Show me news about the ps5.,"ps5 is a product name. So, I need to remove it.",var1: ps5,Show me news about the [var1].,Show me news,Show me news about the ps5
c5cc7e71-6fd6-4a33-b450-89565dcff0a3,641,Find deals for Hotels in Mexico.,"Hotels is a type of accommodation. Mexico is a place. So, I need to remove them.","var1: Hotels, var2: Mexico",Find deals for [var1] in [var2],Find deals for accommodations,Find deals for Hotels
c8990751-0aab-440c-bf6d-a32ac1216344,642,Find guided vacations in Europe for more than 10 nights in the month of July,"Europe is a place. 10 is a number. July is a time. So, I need to remove them.","var1: Europe, var2: 10, var3: July",Find guided vacations in [var1] for more than [var2] nights in the month of [var3],Find guided vacations for more than a certain number of nights,Find guided vacations in Europe for more than a certain number of nights in July
2ff0909b-a8bb-4370-8428-9d355f5c6a67,643,Open the most popular photos of the Adam A-500 model aircraft.,"The phrase ""most popular"" is subjective and not a variable. ""Adam A-500"" is a product name, which is a variable.",var1: Adam A-500,Open the most popular photos of the [var1] model aircraft.,Open the most popular photos of model aircraft,Open the most popular photos of the Adam A-500 model aircraft
30e310ca-af64-46b4-a0f6-14b8f04fa734,644,Look up Popular Photos in the Community featuring Aegean Airlines,"Popular Photos is a category. Community is a general term but could imply a specific community. Aegean Airlines is a company name. So, I need to remove them.","var1: Popular Photos, var2: Community, var3: Aegean Airlines",Look up [var1] in the [var2] featuring [var3],Look up Photos,Look up Photos featuring Aegean Airlines
44284a24-b3de-44ef-bcfc-abf57c3f791a,645,Find the status of flight #039028,"Flight #039028 is a specific flight number, which is a variable.",var1: #039028,Find the status of flight [var1],Find the status of the flight,Find the status of flight #039028
52a8bace-f14c-41ce-980f-50d95e5ac259,646,Show the list of countries with the highest number of seen aircrafts.,"There are no specific variables such as place names, dates, product names, etc., that need to be removed from this task description. The task is already generic and does not contain specific variable information.",,Show the list of countries with the highest number of seen aircrafts.,Show the list of countries with the highest number of seen aircrafts.,Show the list of countries with the highest number of seen aircrafts.
ca80bb42-2617-4f29-bbcd-bcc426b3e407,647,"Find Airport information of Camarillo Airport, CA and check weather.","Camarillo Airport is a place. CA is a state abbreviation and part of the place name, so it should be removed along with the airport name.","var1: Camarillo Airport, CA",Find Airport information of [var1] and check weather.,Find Airport information and check weather,Find Airport information of Camarillo Airport and check weather
10b2af14-f708-4abe-94fc-00163d11cb56,648,Create a new list and add four items from the personal care category at Walgreens.,"The number four is a quantity. Personal care is a category. Walgreens is a brand/place. So, I need to remove them.","var1: four, var2: personal care, var3: Walgreens",Create a new list and add [var1] items from the [var2] category at [var3].,Create a new list and add items from a category,Create a new list and add items from the personal care category
acc194d4-2f71-496a-b378-e18ab698ab0f,649,Find reggae concerts this weekend.,"Reggae is a genre of music. This weekend is a time frame. So, I need to remove them.","var1: reggae, var2: this weekend",Find [var1] concerts [var2],Find concerts,Find concerts this weekend
bb02400d-e9da-416a-839a-0068f511a630,650,"Get WWE tickets for April 10 event happening in seattle, and book 4 cheapest lower level tickets.","WWE is a specific event type. April 10 is a date. Seattle is a place. 4 is a number. Lower level is a specific ticket category. So, I need to remove them.","var1: WWE, var2: April 10, var3: Seattle, var4: 4, var5: lower level","Get [var1] tickets for [var2] event happening in [var3], and book [var4] cheapest [var5] tickets.",Get tickets for an event and book the cheapest tickets.,Get tickets for the event on April 10 and book the cheapest tickets.
61c8e051-a847-4424-9d8b-b8bc2c134a35,651,Show me the recent trades,"There are no specific variables such as place, date, product name, etc., that need to be removed from this task description.",,Show me the recent trades,Show me the recent trades,Show me the recent trades
87d1206c-a16b-4816-9c1e-6e1a04f30bf6,652,Add games with the title Atlantis to my collection.,"The title Atlantis is a specific name of a game. So, I need to remove it.",var1: Atlantis,Add games with the title [var1] to my collection.,Add games to my collection,Add games with the title Atlantis to my collection
2bc47bba-32d7-406b-bb39-c6f2b2f2039a,653,Favorite the top rock track,"There are no specific variables such as place, date, product name, etc., in this task description. The terms ""favorite"" and ""top rock track"" are actions and categories, not variables.",,Favorite the top rock track,Favorite the top track,Favorite the top rock track
39fd14c2-3bdd-4ca6-8a3a-1a6e7374c8e6,654,"Find a woman t-shirt in xl size from merchandise section, add 2 pieces to the cart and check out.","Woman t-shirt is a product type. XL is a size. Merchandise section is a place/category. 2 is a number. So, I need to remove them.","var1: woman t-shirt, var2: xl, var3: merchandise section, var4: 2","Find a [var1] in [var2] size from [var3], add [var4] pieces to the cart and check out.","Find a t-shirt, add pieces to the cart and check out.","Find a t-shirt in size from the merchandise section, add pieces to the cart and check out."
5b37d2e1-cbf7-4465-b28b-b63b0754895b,655,"Book a cheapest train ticket in upstairs deck and at least one window seat from Paris to Milan on March 26, departing after noon for 16 year old and 45 year old.","Paris and Milan are places. March 26 is a date. Noon is a time. Upstairs deck and window seat are specific preferences. 16 year old and 45 year old are ages. So, I need to remove them.","var1: Paris, var2: Milan, var3: March 26, var4: noon, var5: upstairs deck, var6: window seat, var7: 16 year old, var8: 45 year old","Book a cheapest train ticket in [var5] and at least one [var6] from [var1] to [var2] on [var3], departing after [var4] for [var7] and [var8].",Book a cheapest train ticket,Book a cheapest train ticket from Paris to Milan for a 16 year old and a 45 year old
b48c9974-4ba0-4112-98ce-3667781fa71b,656,"Find a cheapest standard train ticket from London to Sheffield on March, 29, arriving by 10:45 am for 2 adults.","London and Sheffield are places. March, 29 is a date. 10:45 am is a time. Standard and cheapest are qualifiers. 2 adults is a number and a demographic. So, I need to remove them.","var1: London, var2: Sheffield, var3: March, 29, var4: 10:45 am, var5: standard, var6: cheapest, var7: 2 adults","Find a [var6] [var5] train ticket from [var1] to [var2] on [var3], arriving by [var4] for [var7].",Find a train ticket,"Find a train ticket from London to Sheffield, arriving by 10:45 am"
4c3b2a4f-4b54-4724-9d8a-0ea95ab180c5,657,Find forum threads which include the name Taylor Swift in the title within last month,"The name Taylor Swift is a specific person's name. Last month is a time frame. So, I need to remove them.","var1: Taylor Swift, var2: last month",Find forum threads which include the name [var1] in the title within [var2],Find forum threads which include the name in the title,Find forum threads which include the name in the title within last month
61d28a34-cc8e-46a9-b41d-c95933de2214,658,Find all time popular drop c rock tab of beginner difficulty,"All time popular and beginner difficulty are specific descriptions that can be considered variables. Drop C rock tab is a specific type of guitar tablature, but ""drop C"" could be seen as a specific tuning which is a variable, while ""rock tab"" is a genre and type of tablature that might be necessary to preserve the meaning. Therefore, we can consider ""all time popular"" and ""beginner difficulty"" as variables to be removed, while keeping ""drop C rock tab"" to maintain the context of the search.","var1: all time popular, var2: beginner difficulty",Find [var1] [var2] drop C rock tab,Find drop C rock tab,Find beginner difficulty drop C rock tab
759a1b1b-bb1f-4981-aef4-02a319f8dbaa,659,Open the profile page for author of latest shot,"The task description does not contain any explicit variables such as place, date, product name, etc. The terms ""profile page,"" ""author,"" and ""latest shot"" are generic and do not specify any particular individual, location, or time.",,Open the profile page for author of latest shot,Open the profile page for author of latest shot,Open the profile page for author of latest shot
928ec908-ea23-42a4-8b13-3ca6f0721ead,660,"Filter search results for guitar tabs to only show songs with a difficulty rating of ""Beginner"""," ""guitar tabs"" is a type of content, ""Beginner"" is a difficulty level. These are specific variables that need to be removed to generalize the task description.","var1: guitar tabs, var2: Beginner","Filter search results for [var1] to only show songs with a difficulty rating of ""[var2]""",Filter search results to only show songs with a difficulty rating,"Filter search results to only show songs with a difficulty rating of ""Beginner"""
9326b908-cbe6-41f6-957f-00b84c26bfcc,661,Find recently added guitar pro non-acoustic tab intros,"Guitar pro is a product name. Non-acoustic is a specific type of guitar. Tab intros is a specific type of guitar tablature. So, I need to remove them.","var1: guitar pro, var2: non-acoustic, var3: tab intros",Find recently added [var1] [var2] [var3],Find recently added tablature,Find recently added non-acoustic tab intros
a8de57df-b0be-400d-9211-931321c6500c,662,Add the best rated ukulele tab to my favorites,"The term ""best rated"" is subjective and can be considered a variable as it may refer to a specific rating. ""Ukulele tab"" is a specific item and could be considered a variable as well.","var1: best rated, var2: ukulele tab",Add the [var1] [var2] to my favorites,Add to my favorites,Add the best rated tab to my favorites
b332a3c6-c4f5-423c-a207-b1bcb28db6c3,663,Find the highest rated Drop D guitar tab from the 1990s.,"Drop D is a specific tuning. The 1990s is a time period. So, I need to remove them.","var1: Drop D, var2: the 1990s",Find the highest rated [var1] guitar tab from [var2].,Find the highest rated guitar tab,Find the highest rated guitar tab from the 1990s
8b4e49e9-9802-4c1f-acb3-de06e38445e7,664,"Find beauty salons that are rated A and accept coupons in Seattle, WA.","Beauty salons is a type of establishment. A is a rating. Coupons is a type of payment or discount method. Seattle, WA is a place. So, I need to remove them.","var1: beauty salons, var2: A, var3: coupons, var4: Seattle, WA",Find [var1] that are rated [var2] and accept [var3] in [var4].,Find establishments that are rated and accept discounts,"Find establishments that accept coupons in Seattle, WA"
91f56f3b-e3de-4d57-95df-f976a11c64f7,665,Find a veterinarian emergency service for dogs in Hawaii with a BBB rating of A+,"Hawaii is a place. Dogs is a type of animal. BBB rating of A+ is a specific rating. So, I need to remove them.","var1: Hawaii, var2: dogs, var3: A+",Find a veterinarian emergency service for [var2] in [var1] with a BBB rating of [var3],Find a veterinarian emergency service,Find a veterinarian emergency service for dogs with a BBB rating of A+
a39f20a6-4d31-4f5f-b0ac-be8d548d7fa5,666,Show the hot deals within 500 miles from 10001,"The phrase ""hot deals"" could potentially be considered a variable as it may refer to specific types of deals or promotions. However, in a more general sense, it can also be seen as a category of deals that are particularly good or desirable, so it might not necessarily be a variable that needs to be removed. ""500 miles"" is a specific distance and ""10001"" is a specific postal code, which are variables that need to be removed.","var1: 500 miles, var2: 10001",Show the [var1] deals within [var1] from [var2],Show the deals within a certain distance from a specific location,Show the hot deals within a certain distance
a92a83ca-25ff-4751-8754-c65ef858699d,667,Show me the Lava Hot Springs East KOA photo gallery.,"Lava Hot Springs East KOA is a specific place name. So, I need to remove it.",var1: Lava Hot Springs East KOA,Show me the [var1] photo gallery.,Show me the photo gallery,Show me the photo gallery
08a0c5cc-41a9-4eb8-b3ea-91d9e26f8bd3,668,Get directions for the Koa resort campground in Arizona,"Koa resort campground is a specific place name. Arizona is a place. So, I need to remove them.","var1: Koa resort campground, var2: Arizona",Get directions for the [var1] in [var2],Get directions for the campground,Get directions for the campground in Arizona
117b1d5c-1e54-4588-ba84-aa173887b067,669,Renew a existing KOA rewards account with the rewards number 1000000001 e postal code 10023,"Rewards number is a specific identifier. Postal code is a location-based variable. So, I need to remove them.","var1: 1000000001, var2: 10023",Renew an existing KOA rewards account with the rewards number [var1] and postal code [var2],Renew an existing rewards account,Renew an existing KOA rewards account with the postal code 10023
39358d9c-6db2-4662-a91e-47a416eeacf7,670,See what deals there are for Dish Outdoor.,"Dish Outdoor is a product name. So, I need to remove it.",var1: Dish Outdoor,See what deals there are for [var1].,See what deals there are,See what deals there are for outdoor products
4970cd99-ce6b-42e3-bc78-695c9d510f6c,671,"Use the trip planner for a trip between Cheyenne, WY and Helena, MT.","Cheyenne, WY and Helena, MT are places. So, I need to remove them.","var1: Cheyenne, WY, var2: Helena, MT",Use the trip planner for a trip between [var1] and [var2].,Use the trip planner for a trip,Use the trip planner for a trip between two cities
6d338fef-6d40-4f08-a045-861ddbc3d9f4,672,Browse glamping locations in Northern California.,"Glamping is a specific type of accommodation. Northern California is a place. So, I need to remove them.","var1: glamping, var2: Northern California",Browse [var1] locations in [var2].,Browse locations,Browse locations in Northern California
